"staff_id","staff_name","role","service","week","month","service-2","available_beds","patients_request","patients_admitted","patients_refused","patient_satisfaction","staff_morale","event"
"STF-866434e1","Michael Lewis","nurse","general_medicine",9,3,"general_medicine",38,78,38,40,63,60,"none"
"STF-866434e1","Michael Lewis","nurse","general_medicine",8,2,"general_medicine",58,105,58,47,71,88,"none"
"STF-866434e1","Michael Lewis","nurse","general_medicine",7,2,"general_medicine",62,80,62,18,84,98,"donation"
"STF-866434e1","Michael Lewis","nurse","general_medicine",6,2,"general_medicine",69,90,69,21,72,81,"none"
"STF-866434e1","Michael Lewis","nurse","general_medicine",5,2,"general_medicine",40,103,40,63,73,52,"none"
"STF-866434e1","Michael Lewis","nurse","general_medicine",4,1,"general_medicine",43,152,43,109,67,66,"flu"
"STF-866434e1","Michael Lewis","nurse","general_medicine",3,1,"general_medicine",37,58,37,21,95,63,"none"
"STF-866434e1","Michael Lewis","nurse","general_medicine",2,1,"general_medicine",43,183,43,140,73,93,"flu"
"STF-866434e1","Michael Lewis","nurse","general_medicine",1,1,"general_medicine",37,201,37,164,97,43,"flu"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",52,12,"general_medicine",65,225,65,160,82,40,"flu"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",51,12,"general_medicine",74,285,74,211,95,89,"flu"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",50,12,"general_medicine",72,57,57,0,79,60,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",49,12,"general_medicine",72,63,63,0,92,87,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",48,12,"general_medicine",48,105,48,57,74,96,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",47,12,"general_medicine",55,92,55,37,97,82,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",46,12,"general_medicine",41,29,29,0,81,58,"strike"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",45,12,"general_medicine",40,67,40,27,99,51,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",44,11,"general_medicine",57,70,57,13,92,69,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",43,11,"general_medicine",42,49,42,7,79,77,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",42,11,"general_medicine",67,114,67,47,65,86,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",41,11,"general_medicine",50,70,50,20,84,53,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",40,10,"general_medicine",47,107,47,60,66,52,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",39,10,"general_medicine",48,59,48,11,89,72,"strike"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",38,10,"general_medicine",63,78,63,15,78,70,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",37,10,"general_medicine",58,48,48,0,93,55,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",36,9,"general_medicine",59,54,54,0,86,83,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",35,9,"general_medicine",41,40,40,0,64,79,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",34,9,"general_medicine",48,56,48,8,80,63,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",33,9,"general_medicine",51,98,51,47,86,98,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",32,8,"general_medicine",34,59,34,25,65,67,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",31,8,"general_medicine",45,60,45,15,85,57,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",30,8,"general_medicine",38,47,38,9,77,96,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",29,8,"general_medicine",30,62,30,32,60,52,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",28,7,"general_medicine",26,36,26,10,90,68,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",27,7,"general_medicine",36,61,36,25,66,95,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",26,7,"general_medicine",43,72,43,29,80,85,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",25,7,"general_medicine",36,51,36,15,81,62,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",24,6,"general_medicine",47,66,47,19,94,97,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",23,6,"general_medicine",27,81,27,54,94,77,"donation"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",22,6,"general_medicine",46,36,36,0,87,88,"donation"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",21,6,"general_medicine",45,70,45,25,95,82,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",20,5,"general_medicine",40,70,40,30,64,71,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",19,5,"general_medicine",43,60,43,17,85,86,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",18,5,"general_medicine",31,25,25,0,96,62,"strike"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",17,5,"general_medicine",33,76,33,43,75,63,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",16,4,"general_medicine",39,41,39,2,85,66,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",15,4,"general_medicine",53,179,53,126,90,76,"flu"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",14,4,"general_medicine",51,47,47,0,86,76,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",13,4,"general_medicine",33,72,33,39,73,70,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",12,3,"general_medicine",33,69,33,36,70,98,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",11,3,"general_medicine",35,50,35,15,75,75,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",10,3,"general_medicine",35,64,35,29,95,68,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",9,3,"general_medicine",38,78,38,40,63,60,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",8,2,"general_medicine",58,105,58,47,71,88,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",7,2,"general_medicine",62,80,62,18,84,98,"donation"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",6,2,"general_medicine",69,90,69,21,72,81,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",5,2,"general_medicine",40,103,40,63,73,52,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",4,1,"general_medicine",43,152,43,109,67,66,"flu"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",3,1,"general_medicine",37,58,37,21,95,63,"none"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",2,1,"general_medicine",43,183,43,140,73,93,"flu"
"STF-b8c738af","Timothy Duncan","nurse","general_medicine",1,1,"general_medicine",37,201,37,164,97,43,"flu"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",52,12,"general_medicine",65,225,65,160,82,40,"flu"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",51,12,"general_medicine",74,285,74,211,95,89,"flu"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",50,12,"general_medicine",72,57,57,0,79,60,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",49,12,"general_medicine",72,63,63,0,92,87,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",48,12,"general_medicine",48,105,48,57,74,96,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",47,12,"general_medicine",55,92,55,37,97,82,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",46,12,"general_medicine",41,29,29,0,81,58,"strike"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",45,12,"general_medicine",40,67,40,27,99,51,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",44,11,"general_medicine",57,70,57,13,92,69,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",43,11,"general_medicine",42,49,42,7,79,77,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",42,11,"general_medicine",67,114,67,47,65,86,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",41,11,"general_medicine",50,70,50,20,84,53,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",40,10,"general_medicine",47,107,47,60,66,52,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",39,10,"general_medicine",48,59,48,11,89,72,"strike"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",38,10,"general_medicine",63,78,63,15,78,70,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",37,10,"general_medicine",58,48,48,0,93,55,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",36,9,"general_medicine",59,54,54,0,86,83,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",35,9,"general_medicine",41,40,40,0,64,79,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",34,9,"general_medicine",48,56,48,8,80,63,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",33,9,"general_medicine",51,98,51,47,86,98,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",32,8,"general_medicine",34,59,34,25,65,67,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",31,8,"general_medicine",45,60,45,15,85,57,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",30,8,"general_medicine",38,47,38,9,77,96,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",29,8,"general_medicine",30,62,30,32,60,52,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",28,7,"general_medicine",26,36,26,10,90,68,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",27,7,"general_medicine",36,61,36,25,66,95,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",26,7,"general_medicine",43,72,43,29,80,85,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",25,7,"general_medicine",36,51,36,15,81,62,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",24,6,"general_medicine",47,66,47,19,94,97,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",23,6,"general_medicine",27,81,27,54,94,77,"donation"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",22,6,"general_medicine",46,36,36,0,87,88,"donation"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",21,6,"general_medicine",45,70,45,25,95,82,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",20,5,"general_medicine",40,70,40,30,64,71,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",19,5,"general_medicine",43,60,43,17,85,86,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",18,5,"general_medicine",31,25,25,0,96,62,"strike"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",17,5,"general_medicine",33,76,33,43,75,63,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",16,4,"general_medicine",39,41,39,2,85,66,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",15,4,"general_medicine",53,179,53,126,90,76,"flu"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",14,4,"general_medicine",51,47,47,0,86,76,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",13,4,"general_medicine",33,72,33,39,73,70,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",12,3,"general_medicine",33,69,33,36,70,98,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",11,3,"general_medicine",35,50,35,15,75,75,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",10,3,"general_medicine",35,64,35,29,95,68,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",9,3,"general_medicine",38,78,38,40,63,60,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",8,2,"general_medicine",58,105,58,47,71,88,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",7,2,"general_medicine",62,80,62,18,84,98,"donation"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",6,2,"general_medicine",69,90,69,21,72,81,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",5,2,"general_medicine",40,103,40,63,73,52,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",4,1,"general_medicine",43,152,43,109,67,66,"flu"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",3,1,"general_medicine",37,58,37,21,95,63,"none"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",2,1,"general_medicine",43,183,43,140,73,93,"flu"
"STF-d6a78473","Richard Aguirre","nurse","general_medicine",1,1,"general_medicine",37,201,37,164,97,43,"flu"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",52,12,"general_medicine",65,225,65,160,82,40,"flu"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",51,12,"general_medicine",74,285,74,211,95,89,"flu"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",50,12,"general_medicine",72,57,57,0,79,60,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",49,12,"general_medicine",72,63,63,0,92,87,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",48,12,"general_medicine",48,105,48,57,74,96,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",47,12,"general_medicine",55,92,55,37,97,82,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",46,12,"general_medicine",41,29,29,0,81,58,"strike"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",45,12,"general_medicine",40,67,40,27,99,51,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",44,11,"general_medicine",57,70,57,13,92,69,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",43,11,"general_medicine",42,49,42,7,79,77,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",42,11,"general_medicine",67,114,67,47,65,86,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",41,11,"general_medicine",50,70,50,20,84,53,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",40,10,"general_medicine",47,107,47,60,66,52,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",39,10,"general_medicine",48,59,48,11,89,72,"strike"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",38,10,"general_medicine",63,78,63,15,78,70,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",37,10,"general_medicine",58,48,48,0,93,55,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",36,9,"general_medicine",59,54,54,0,86,83,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",35,9,"general_medicine",41,40,40,0,64,79,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",34,9,"general_medicine",48,56,48,8,80,63,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",33,9,"general_medicine",51,98,51,47,86,98,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",32,8,"general_medicine",34,59,34,25,65,67,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",31,8,"general_medicine",45,60,45,15,85,57,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",30,8,"general_medicine",38,47,38,9,77,96,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",29,8,"general_medicine",30,62,30,32,60,52,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",28,7,"general_medicine",26,36,26,10,90,68,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",27,7,"general_medicine",36,61,36,25,66,95,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",26,7,"general_medicine",43,72,43,29,80,85,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",25,7,"general_medicine",36,51,36,15,81,62,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",24,6,"general_medicine",47,66,47,19,94,97,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",23,6,"general_medicine",27,81,27,54,94,77,"donation"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",22,6,"general_medicine",46,36,36,0,87,88,"donation"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",21,6,"general_medicine",45,70,45,25,95,82,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",20,5,"general_medicine",40,70,40,30,64,71,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",19,5,"general_medicine",43,60,43,17,85,86,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",18,5,"general_medicine",31,25,25,0,96,62,"strike"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",17,5,"general_medicine",33,76,33,43,75,63,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",16,4,"general_medicine",39,41,39,2,85,66,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",15,4,"general_medicine",53,179,53,126,90,76,"flu"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",14,4,"general_medicine",51,47,47,0,86,76,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",13,4,"general_medicine",33,72,33,39,73,70,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",12,3,"general_medicine",33,69,33,36,70,98,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",11,3,"general_medicine",35,50,35,15,75,75,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",10,3,"general_medicine",35,64,35,29,95,68,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",9,3,"general_medicine",38,78,38,40,63,60,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",8,2,"general_medicine",58,105,58,47,71,88,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",7,2,"general_medicine",62,80,62,18,84,98,"donation"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",6,2,"general_medicine",69,90,69,21,72,81,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",5,2,"general_medicine",40,103,40,63,73,52,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",4,1,"general_medicine",43,152,43,109,67,66,"flu"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",3,1,"general_medicine",37,58,37,21,95,63,"none"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",2,1,"general_medicine",43,183,43,140,73,93,"flu"
"STF-bcb3f4fe","Brent Jordan","nurse","general_medicine",1,1,"general_medicine",37,201,37,164,97,43,"flu"
"STF-f7ad988b","John Daniel","nurse","general_medicine",52,12,"general_medicine",65,225,65,160,82,40,"flu"
"STF-f7ad988b","John Daniel","nurse","general_medicine",51,12,"general_medicine",74,285,74,211,95,89,"flu"
"STF-f7ad988b","John Daniel","nurse","general_medicine",50,12,"general_medicine",72,57,57,0,79,60,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",49,12,"general_medicine",72,63,63,0,92,87,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",48,12,"general_medicine",48,105,48,57,74,96,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",47,12,"general_medicine",55,92,55,37,97,82,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",46,12,"general_medicine",41,29,29,0,81,58,"strike"
"STF-f7ad988b","John Daniel","nurse","general_medicine",45,12,"general_medicine",40,67,40,27,99,51,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",44,11,"general_medicine",57,70,57,13,92,69,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",43,11,"general_medicine",42,49,42,7,79,77,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",42,11,"general_medicine",67,114,67,47,65,86,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",41,11,"general_medicine",50,70,50,20,84,53,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",40,10,"general_medicine",47,107,47,60,66,52,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",39,10,"general_medicine",48,59,48,11,89,72,"strike"
"STF-f7ad988b","John Daniel","nurse","general_medicine",38,10,"general_medicine",63,78,63,15,78,70,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",37,10,"general_medicine",58,48,48,0,93,55,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",36,9,"general_medicine",59,54,54,0,86,83,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",35,9,"general_medicine",41,40,40,0,64,79,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",34,9,"general_medicine",48,56,48,8,80,63,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",33,9,"general_medicine",51,98,51,47,86,98,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",32,8,"general_medicine",34,59,34,25,65,67,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",31,8,"general_medicine",45,60,45,15,85,57,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",30,8,"general_medicine",38,47,38,9,77,96,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",29,8,"general_medicine",30,62,30,32,60,52,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",28,7,"general_medicine",26,36,26,10,90,68,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",27,7,"general_medicine",36,61,36,25,66,95,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",26,7,"general_medicine",43,72,43,29,80,85,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",25,7,"general_medicine",36,51,36,15,81,62,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",24,6,"general_medicine",47,66,47,19,94,97,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",23,6,"general_medicine",27,81,27,54,94,77,"donation"
"STF-f7ad988b","John Daniel","nurse","general_medicine",22,6,"general_medicine",46,36,36,0,87,88,"donation"
"STF-f7ad988b","John Daniel","nurse","general_medicine",21,6,"general_medicine",45,70,45,25,95,82,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",20,5,"general_medicine",40,70,40,30,64,71,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",19,5,"general_medicine",43,60,43,17,85,86,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",18,5,"general_medicine",31,25,25,0,96,62,"strike"
"STF-f7ad988b","John Daniel","nurse","general_medicine",17,5,"general_medicine",33,76,33,43,75,63,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",16,4,"general_medicine",39,41,39,2,85,66,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",15,4,"general_medicine",53,179,53,126,90,76,"flu"
"STF-f7ad988b","John Daniel","nurse","general_medicine",14,4,"general_medicine",51,47,47,0,86,76,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",13,4,"general_medicine",33,72,33,39,73,70,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",12,3,"general_medicine",33,69,33,36,70,98,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",11,3,"general_medicine",35,50,35,15,75,75,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",10,3,"general_medicine",35,64,35,29,95,68,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",9,3,"general_medicine",38,78,38,40,63,60,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",8,2,"general_medicine",58,105,58,47,71,88,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",7,2,"general_medicine",62,80,62,18,84,98,"donation"
"STF-f7ad988b","John Daniel","nurse","general_medicine",6,2,"general_medicine",69,90,69,21,72,81,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",5,2,"general_medicine",40,103,40,63,73,52,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",4,1,"general_medicine",43,152,43,109,67,66,"flu"
"STF-f7ad988b","John Daniel","nurse","general_medicine",3,1,"general_medicine",37,58,37,21,95,63,"none"
"STF-f7ad988b","John Daniel","nurse","general_medicine",2,1,"general_medicine",43,183,43,140,73,93,"flu"
"STF-f7ad988b","John Daniel","nurse","general_medicine",1,1,"general_medicine",37,201,37,164,97,43,"flu"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",52,12,"general_medicine",65,225,65,160,82,40,"flu"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",51,12,"general_medicine",74,285,74,211,95,89,"flu"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",50,12,"general_medicine",72,57,57,0,79,60,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",49,12,"general_medicine",72,63,63,0,92,87,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",48,12,"general_medicine",48,105,48,57,74,96,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",47,12,"general_medicine",55,92,55,37,97,82,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",46,12,"general_medicine",41,29,29,0,81,58,"strike"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",45,12,"general_medicine",40,67,40,27,99,51,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",44,11,"general_medicine",57,70,57,13,92,69,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",43,11,"general_medicine",42,49,42,7,79,77,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",42,11,"general_medicine",67,114,67,47,65,86,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",41,11,"general_medicine",50,70,50,20,84,53,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",40,10,"general_medicine",47,107,47,60,66,52,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",39,10,"general_medicine",48,59,48,11,89,72,"strike"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",38,10,"general_medicine",63,78,63,15,78,70,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",37,10,"general_medicine",58,48,48,0,93,55,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",36,9,"general_medicine",59,54,54,0,86,83,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",35,9,"general_medicine",41,40,40,0,64,79,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",34,9,"general_medicine",48,56,48,8,80,63,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",33,9,"general_medicine",51,98,51,47,86,98,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",32,8,"general_medicine",34,59,34,25,65,67,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",31,8,"general_medicine",45,60,45,15,85,57,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",30,8,"general_medicine",38,47,38,9,77,96,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",29,8,"general_medicine",30,62,30,32,60,52,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",28,7,"general_medicine",26,36,26,10,90,68,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",27,7,"general_medicine",36,61,36,25,66,95,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",26,7,"general_medicine",43,72,43,29,80,85,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",25,7,"general_medicine",36,51,36,15,81,62,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",24,6,"general_medicine",47,66,47,19,94,97,"none"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",23,6,"general_medicine",27,81,27,54,94,77,"donation"
"STF-624c0289","Victoria Garcia","nurse","general_medicine",22,6,"general_medicine",46,36,36,0,87,88,"donation"
